sweep,arm,circuit,seed,min_chan_width,routed_cpd,routed_wl,post_fl_cpd,post_dp_cpd,post_fl_wl,post_dp_wl,num_clb,overfilled_bins,fl_avg_disp,gp_runtime,total_runtime,cong_tightened,cong_exempt,cong_map_enabled
nesterov_grade,oflowrestart,lenet,2,,8.94812,192539,12.2352,8.98747,185692,111692,1238,2,3.335752,66.82,681.45,,,False
nesterov_grade,oflowrestart,lenet,3,,8.76942,193829,12.2352,9.10233,185692,112926,1238,2,3.335752,60.04,699.83,,,False
nesterov_grade,oflowrestart,softmax,1,,9.812,123699,11.4438,10.2409,108091,76575,519,0,0.841176,21.49,601.65,,,False
nesterov_grade,oflowrestart,softmax,2,,9.83833,119172,11.4438,10.1518,108091,73313,519,0,0.841176,15.40,476.56,,,False
nesterov_grade,oflowrestart,softmax,3,,9.82229,119807,11.4438,10.1074,108091,73348,519,0,0.841176,25.61,513.20,,,False
nesterov_grade,oflowrestart,spmv,1,,6.52544,196701,7.49949,6.26708,226022,138195,662,52,3.368486,39.65,1016.68,,,False
nesterov_grade,oflowrestart,spmv,2,,6.31544,198336,7.49949,5.90559,226022,139931,662,52,3.368486,23.89,868.10,,,False
nesterov_grade,oflowrestart,spmv,3,,6.79877,195192,7.49949,6.32349,226022,138190,662,52,3.368486,23.94,845.05,,,False
nesterov_grade,oflowrestart,tpu_like.small.os,1,,6.17703,351300,9.5825,5.61888,457118,310366,531,35,3.951334,63.82,2467.18,,,False
nesterov_grade,oflowrestart,tpu_like.small.os,2,,6.81531,351266,9.5825,5.93758,476159,313218,531,35,4.168467,65.41,2313.80,,,False
nesterov_grade,oflowrestart,tpu_like.small.os,3,,6.40367,342262,9.5825,5.75874,470820,303281,531,35,4.141610,63.63,2625.96,,,False
